timestamp,phase,temp_c,rh,THI_raw,THI,density_p_m2,speed_mps,speed_var,push_rate,shout_rate,near_falls,CAI,CDI,TI,EI,ATI,SNI,PCI,BI,Risk,RiskExtended,Alert
2025-01-08 10:30:00,pre_event,17.93,84.5,17.64,0.0,1.26,1.1,0.025,0.4,0.5,0.39,0.089,0.138,0.2,0.2,0.1,0.212,0.721,0.28,0.139,0.195,green
2025-01-08 10:35:00,pre_event,19.68,75.2,18.97,0.0,0.69,0.99,0.021,0.58,1.26,0.15,0.073,0.099,0.2,0.2,0.153,0.096,0.934,0.281,0.127,0.189,green
2025-01-08 10:40:00,pre_event,17.32,77.7,16.97,0.0,1.07,1.09,0.022,1.06,0.41,0.25,0.098,0.114,0.2,0.2,0.253,0.38,0.558,0.377,0.136,0.232,green
2025-01-08 10:45:00,pre_event,19.23,73.8,18.55,0.0,1.01,1.03,0.032,0.13,0.81,0.22,0.062,0.124,0.2,0.2,0.125,0.199,0.743,0.286,0.131,0.193,green
2025-01-08 10:50:00,pre_event,18.37,79.8,17.94,0.0,1.08,1.11,0.026,0.44,1.97,0.16,0.094,0.115,0.2,0.2,0.143,0.43,0.767,0.411,0.135,0.245,green
2025-01-08 10:55:00,pre_event,16.47,72.1,16.17,0.0,1.17,1.16,0.041,0.71,0.32,0.16,0.086,0.129,0.2,0.2,0.31,0.246,0.792,0.375,0.137,0.232,green
2025-01-08 11:00:00,pre_event,18.86,76.2,18.29,0.0,1.06,0.9,0.051,0.73,0.75,0.14,0.086,0.162,0.4,0.2,0.211,0.213,0.586,0.287,0.187,0.227,green
2025-01-08 11:05:00,pre_event,15.32,74.7,15.21,0.0,0.88,1.01,0.044,0.63,1.06,0.08,0.077,0.124,0.4,0.2,0.124,0.353,0.732,0.36,0.177,0.25,green
2025-01-08 11:10:00,pre_event,13.69,85.2,13.76,0.0,1.33,1.06,0.038,0.76,0.6,0.22,0.104,0.163,0.4,0.2,0.192,0.152,0.552,0.244,0.191,0.212,green
2025-01-08 11:15:00,pre_event,16.08,77.5,15.89,0.0,0.83,1.0,0.037,0.8,1.23,0.08,0.084,0.118,0.4,0.2,0.175,0.196,0.839,0.318,0.177,0.233,green
2025-01-08 11:20:00,pre_event,19.03,68.7,18.25,0.0,0.88,1.09,0.044,0.63,1.5,0.29,0.089,0.11,0.4,0.2,0.305,0.41,0.651,0.427,0.176,0.276,green
