timestamp,phase,temp_c,rh,THI_raw,THI,density_p_m2,speed_mps,speed_var,push_rate,shout_rate,near_falls,CAI,CDI,TI,EI,ATI,SNI,PCI,BI,Risk,Alert
2025-01-17 07:26:06,normal,32.83,47.4,27.53,0.553,0.96,1.24,0.146,2.16,10.89,0.61,0.304,0.159,0.7,0.15,0.058,0.485,0.523,0.364,0.452,yellow
2025-01-17 07:26:09,normal,39.93,33.5,30.63,0.863,1.64,1.5,0.088,2.7,1.83,1.39,0.255,0.208,0.7,0.15,0.577,0.811,0.545,0.687,0.361,green
2025-01-17 07:26:12,morning_rush,23.17,74.8,21.97,0.0,4.9,0.28,0.264,8.93,9.21,5.63,0.91,0.804,0.7,0.45,0.617,0.95,0.076,0.675,0.613,orange
2025-01-17 07:26:15,normal,29.4,58.8,26.02,0.402,1.58,0.69,0.091,2.52,5.07,0.88,0.277,0.287,0.7,0.15,0.435,0.382,0.698,0.461,0.914,red
2025-01-17 07:26:18,morning_rush,31.18,47.4,26.35,0.435,2.95,0.05,0.19,1.49,16.86,4.41,0.6,0.616,0.7,0.45,0.674,0.873,0.302,0.699,0.127,green
2025-01-17 07:26:21,normal,31.87,48.1,26.91,0.491,1.02,0.3,0.051,1.64,9.78,1.16,0.286,0.259,0.7,0.15,0.744,0.464,0.14,0.483,0.499,yellow
2025-01-17 07:26:24,morning_rush,36.89,38.2,29.28,0.728,2.01,0.17,0.183,6.92,16.17,4.51,0.755,0.483,0.7,0.45,0.69,0.684,0.105,0.57,0.728,orange
2025-01-17 07:26:27,normal,29.14,51.4,25.23,0.323,0.1,0.6,0.116,0.38,5.87,1.55,0.154,0.178,0.7,0.15,0.213,0.261,0.431,0.28,0.879,red
2025-01-17 07:26:30,normal,28.85,49.5,24.87,0.287,1.96,0.43,0.122,2.65,4.11,1.97,0.324,0.396,0.7,0.15,0.357,0.286,0.591,0.368,0.474,yellow
2025-01-17 07:26:33,morning_rush,30.84,50.3,26.37,0.437,3.12,0.05,0.191,9.06,4.38,1.06,0.625,0.637,0.7,0.45,0.694,0.896,0.213,0.699,0.31,green
2025-01-17 07:26:36,normal,29.74,40.3,24.73,0.273,2.25,0.75,0.116,2.41,6.69,1.11,0.345,0.374,0.7,0.15,0.619,0.538,0.167,0.488,0.682,orange
2025-01-17 07:26:39,morning_rush,34.02,59.1,29.63,0.763,2.06,0.72,0.147,9.07,15.98,6.12,0.89,0.375,0.7,0.45,0.93,0.848,0.087,0.721,0.692,orange
2025-01-17 07:26:42,normal,42.26,23.9,30.63,0.863,1.97,0.85,0.129,1.48,9.22,0.78,0.32,0.333,0.7,0.15,0.388,0.238,0.482,0.332,0.469,yellow
2025-01-17 07:26:45,normal,33.43,59.3,29.19,0.719,2.07,1.16,0.052,2.8,0.46,1.21,0.259,0.247,0.7,0.15,0.577,0.584,0.444,0.554,0.644,orange
2025-01-17 07:26:48,normal,29.33,32.1,23.8,0.18,2.65,0.81,0.047,0.0,5.73,0.48,0.239,0.369,0.7,0.15,0.222,0.718,0.497,0.525,0.556,yellow
2025-01-17 07:26:51,normal,23.71,52.5,21.31,0.0,0.59,0.37,0.11,0.06,1.81,1.37,0.093,0.249,0.7,0.15,0.422,0.389,0.218,0.364,0.359,green
2025-01-17 07:26:54,normal,31.53,32.4,25.19,0.319,0.81,0.75,0.169,3.84,11.98,2.34,0.434,0.238,0.7,0.15,0.402,0.242,0.135,0.269,0.713,orange
2025-01-17 07:26:57,normal,20.81,58.6,19.37,0.0,0.1,1.0,0.127,2.14,4.97,0.83,0.189,0.117,0.7,0.15,0.39,0.434,0.388,0.411,0.348,green
2025-01-17 07:27:00,morning_rush,35.22,44.7,28.92,0.692,2.7,0.28,0.3,3.1,14.92,2.99,0.579,0.615,0.7,0.45,0.841,0.726,0.285,0.672,0.694,orange
2025-01-17 07:27:03,morning_rush,35.29,29.6,27.24,0.524,2.12,0.72,0.194,5.15,5.67,2.83,0.483,0.411,0.7,0.45,0.732,0.607,0.457,0.614,0.566,yellow
2025-01-17 07:27:06,normal,49.48,15.0,33.13,1.0,1.38,0.86,0.054,2.88,0.0,2.04,0.237,0.211,0.7,0.15,0.693,0.673,0.568,0.658,0.806,red
2025-01-17 07:27:09,normal,33.83,46.1,28.1,0.61,0.8,1.5,0.107,4.04,8.7,0.45,0.336,0.124,0.7,0.15,0.461,0.471,0.338,0.442,0.483,yellow
2025-01-17 07:27:12,morning_rush,39.23,40.5,31.14,0.914,3.42,0.71,0.3,11.9,16.1,10.0,1.0,0.628,0.7,0.45,1.0,1.0,0.401,0.88,0.7,orange
2025-01-17 07:27:15,morning_rush,44.57,29.4,32.9,1.0,2.47,0.31,0.08,12.93,19.86,6.39,1.0,0.452,0.7,0.45,0.786,0.615,0.265,0.597,0.487,yellow
2025-01-17 07:27:18,normal,25.69,67.5,23.69,0.169,2.34,0.78,0.115,0.49,4.47,0.15,0.211,0.378,0.7,0.15,0.393,0.591,0.578,0.529,0.647,orange
2025-01-17 07:27:21,normal,31.58,40.8,26.02,0.402,1.0,0.67,0.12,1.57,1.31,0.0,0.12,0.236,0.7,0.15,0.171,0.531,0.346,0.386,0.471,yellow
2025-01-17 07:27:24,morning_rush,29.4,59.2,26.06,0.406,3.25,0.05,0.139,6.65,18.04,2.98,0.799,0.621,0.7,0.45,0.318,0.467,0.263,0.382,0.563,yellow
2025-01-17 07:27:27,normal,42.74,28.7,31.66,0.966,0.63,0.23,0.097,2.39,10.42,0.64,0.295,0.266,0.7,0.15,0.409,0.46,0.308,0.414,0.367,green
2025-01-17 07:27:30,normal,19.89,80.5,19.31,0.0,0.21,0.77,0.128,3.0,8.9,1.53,0.307,0.164,0.7,0.15,0.44,0.575,0.652,0.55,0.557,yellow
2025-01-17 07:27:33,morning_rush,27.25,48.7,23.65,0.165,2.11,1.08,0.09,8.38,7.59,2.9,0.642,0.286,0.7,0.45,0.462,0.817,0.318,0.61,0.552,yellow
2025-01-17 07:27:36,normal,40.15,30.1,30.29,0.829,2.49,0.71,0.096,1.93,3.02,1.04,0.282,0.397,0.7,0.15,0.555,0.807,0.538,0.677,0.888,red
2025-01-17 07:27:39,morning_rush,47.64,16.3,32.38,1.0,4.11,0.62,0.136,15.6,16.52,4.83,1.0,0.604,0.7,0.45,0.723,0.747,0.316,0.654,0.298,green
2025-01-17 07:27:42,normal,30.19,34.8,24.57,0.257,1.06,1.33,0.117,2.99,2.45,1.91,0.255,0.153,0.7,0.15,0.489,0.779,0.852,0.707,0.367,green
2025-01-17 07:27:45,morning_rush,37.13,27.8,28.14,0.614,3.56,1.04,0.187,7.68,17.37,7.27,0.976,0.52,0.7,0.45,0.905,1.0,0.0,0.771,0.416,yellow
2025-01-17 07:27:48,normal,35.72,32.7,27.86,0.586,0.53,0.89,0.084,0.28,9.05,2.02,0.227,0.142,0.7,0.15,0.4,0.591,0.387,0.493,0.093,green
2025-01-17 07:27:51,normal,28.46,29.6,23.06,0.106,1.02,0.91,0.112,3.99,4.08,1.43,0.302,0.192,0.7,0.15,0.285,0.573,0.507,0.474,0.729,orange
2025-01-17 07:27:54,morning_rush,27.7,71.0,25.6,0.36,2.73,0.05,0.224,7.58,18.98,3.32,0.83,0.611,0.7,0.45,0.729,0.817,0.302,0.687,0.098,green
2025-01-17 07:27:57,normal,10.85,84.1,11.17,0.0,0.35,0.53,0.099,1.4,7.17,0.11,0.18,0.197,0.7,0.15,0.0,0.125,0.253,0.113,0.889,red
2025-01-17 07:28:00,normal,42.89,26.6,31.42,0.942,0.42,1.21,0.131,2.95,6.24,1.03,0.259,0.11,0.7,0.15,0.193,0.447,0.756,0.433,0.837,red
2025-01-17 07:28:03,normal,34.64,32.0,27.11,0.511,2.05,0.84,0.061,1.14,3.59,0.39,0.214,0.303,0.7,0.15,0.556,0.618,0.526,0.581,0.927,red
2025-01-17 07:28:06,morning_rush,39.86,28.5,29.88,0.788,5.0,0.59,0.244,8.7,15.41,9.58,1.0,0.749,0.7,0.45,0.705,0.798,0.383,0.687,0.14,green
2025-01-17 07:28:09,normal,28.92,58.9,25.66,0.366,1.57,1.2,0.172,2.78,1.73,0.56,0.228,0.251,0.7,0.15,0.492,0.647,0.378,0.547,0.627,orange
2025-01-17 07:28:12,morning_rush,32.37,56.4,28.09,0.609,3.0,0.74,0.093,1.98,18.3,6.74,0.715,0.45,0.7,0.45,0.594,1.0,0.264,0.731,0.619,orange
2025-01-17 07:28:15,normal,36.98,36.6,29.14,0.714,0.93,0.86,0.116,3.17,9.06,1.38,0.339,0.197,0.7,0.15,0.358,0.472,0.478,0.439,0.456,yellow
2025-01-17 07:28:18,morning_rush,31.64,33.7,25.39,0.339,2.25,0.52,0.241,7.97,17.96,5.25,0.86,0.487,0.7,0.45,0.499,0.862,0.28,0.637,0.647,orange
2025-01-17 07:28:21,morning_rush,37.3,36.4,29.32,0.732,2.94,0.05,0.206,7.11,18.55,0.0,0.718,0.625,0.7,0.45,0.513,0.779,0.029,0.549,0.173,green
2025-01-17 07:28:24,normal,32.39,59.6,28.42,0.642,0.52,0.48,0.102,3.49,5.7,0.73,0.266,0.221,0.7,0.15,0.0,0.0,0.241,0.048,0.706,orange
2025-01-17 07:28:27,morning_rush,31.7,22.6,24.38,0.238,2.81,0.38,0.3,10.38,14.44,11.01,1.0,0.611,0.7,0.45,0.248,0.875,0.287,0.57,0.225,green
2025-01-17 07:28:30,normal,33.82,45.7,28.05,0.605,0.39,0.61,0.102,2.59,3.56,1.14,0.206,0.19,0.7,0.15,0.251,0.368,0.405,0.34,0.278,green
2025-01-17 07:28:33,morning_rush,37.46,45.3,30.56,0.856,0.83,0.24,0.169,9.15,4.4,0.63,0.482,0.323,0.7,0.45,0.635,0.648,0.337,0.582,0.783,red
2025-01-17 07:28:36,morning_rush,38.22,34.1,29.62,0.762,4.08,1.28,0.066,10.05,6.96,2.8,0.8,0.463,0.7,0.45,0.62,0.797,0.115,0.608,0.946,red
2025-01-17 07:28:39,normal,31.4,41.3,25.95,0.395,2.03,0.6,0.062,0.7,6.11,0.3,0.23,0.34,0.7,0.15,0.277,0.849,0.271,0.562,0.686,orange
2025-01-17 07:28:42,normal,37.54,34.0,29.17,0.717,1.74,1.09,0.138,1.24,5.38,2.1,0.277,0.268,0.7,0.15,0.574,0.587,0.319,0.53,0.48,yellow
2025-01-17 07:28:45,normal,27.98,79.9,26.49,0.449,1.4,0.91,0.078,2.68,6.8,1.24,0.309,0.221,0.7,0.15,0.252,0.563,0.869,0.531,0.518,yellow
2025-01-17 07:28:48,morning_rush,39.53,20.0,28.52,0.652,5.0,0.6,0.16,5.76,12.48,4.35,0.798,0.695,0.7,0.45,0.475,0.616,0.344,0.519,0.411,yellow
2025-01-17 07:28:51,morning_rush,35.65,59.0,30.88,0.888,3.37,0.57,0.138,4.37,23.22,5.6,0.823,0.548,0.7,0.45,0.5,0.694,0.0,0.497,0.721,orange
2025-01-17 07:28:54,normal,25.32,47.2,22.18,0.018,1.01,0.36,0.117,4.7,8.78,1.1,0.39,0.286,0.7,0.15,0.211,0.403,0.691,0.403,0.481,yellow
2025-01-17 07:28:57,normal,27.82,57.9,24.73,0.273,0.36,1.0,0.143,2.38,2.87,1.05,0.184,0.146,0.7,0.15,0.488,0.381,0.266,0.39,0.718,orange
2025-01-17 07:29:00,normal,33.73,44.8,27.89,0.589,0.1,0.79,0.083,0.43,10.83,1.4,0.225,0.126,0.7,0.15,0.413,0.521,0.631,0.51,0.901,red
2025-01-17 07:29:03,normal,50.0,15.0,33.4,1.0,1.23,0.81,0.078,2.28,0.0,1.25,0.181,0.215,0.7,0.15,0.317,0.598,0.606,0.515,0.352,green
2025-01-17 07:29:06,morning_rush,30.31,45.1,25.54,0.354,5.0,0.34,0.064,14.7,18.18,4.81,1.0,0.683,0.7,0.45,0.916,0.914,0.42,0.816,0.712,orange
2025-01-17 07:29:09,morning_rush,38.36,45.2,31.17,0.917,4.34,0.33,0.3,10.58,16.53,8.73,1.0,0.769,0.7,0.45,0.906,0.748,0.434,0.733,0.651,orange
2025-01-17 07:29:12,normal,30.95,33.9,24.97,0.297,1.36,1.13,0.127,4.02,8.47,1.75,0.4,0.208,0.7,0.15,0.618,0.638,0.395,0.583,0.438,yellow
2025-01-17 07:29:15,morning_rush,39.94,20.4,28.81,0.681,2.93,0.76,0.244,7.97,8.27,7.51,0.822,0.527,0.7,0.45,0.911,0.901,0.247,0.773,0.412,yellow
2025-01-17 07:29:18,normal,38.43,37.8,30.25,0.825,2.01,1.02,0.083,2.75,3.6,0.76,0.287,0.281,0.7,0.15,0.28,0.566,0.634,0.494,0.558,yellow
2025-01-17 07:29:21,normal,26.91,56.8,23.97,0.197,0.93,0.46,0.063,2.59,0.0,1.65,0.188,0.23,0.7,0.15,0.586,0.338,0.765,0.498,0.308,green
2025-01-17 07:29:24,normal,26.77,30.5,22.08,0.008,0.1,0.47,0.126,1.99,7.36,1.58,0.241,0.205,0.7,0.15,0.517,0.439,0.234,0.421,0.893,red
2025-01-17 07:29:27,morning_rush,32.66,45.5,27.22,0.522,3.24,0.1,0.3,8.48,16.83,11.94,1.0,0.709,0.7,0.45,0.556,0.886,0.0,0.61,0.451,yellow
2025-01-17 07:29:30,normal,31.56,43.2,26.23,0.423,0.23,0.74,0.068,4.13,4.92,0.57,0.264,0.135,0.7,0.15,0.189,0.272,0.526,0.298,0.824,red
2025-01-17 07:29:33,normal,29.9,59.4,26.46,0.446,2.06,1.29,0.111,1.43,4.66,1.48,0.275,0.274,0.7,0.15,0.533,0.341,0.413,0.413,0.883,red
2025-01-17 07:29:36,normal,34.26,55.8,29.46,0.746,0.36,1.04,0.049,1.95,6.9,1.63,0.244,0.082,0.7,0.15,0.423,0.812,0.629,0.659,0.49,yellow
2025-01-17 07:29:39,normal,24.64,79.3,23.48,0.148,0.32,0.83,0.035,1.04,3.14,1.72,0.152,0.106,0.7,0.15,0.684,0.532,0.293,0.53,0.82,red
2025-01-17 07:29:42,normal,40.85,28.0,30.41,0.841,1.79,0.87,0.047,5.02,8.22,0.84,0.436,0.257,0.7,0.15,0.694,0.287,0.652,0.482,0.516,yellow
